record_id,customer_id,account_id,discrepancy_type,source_table,transaction_amount,currency,contact_type,contact_value,ssn,address_line1,city,zip_code,account_status,outcome,date_of_record
421,751,92,Suspicious transaction activity,transactions,1995.63,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/27/2024 14:26
422,751,92,Suspicious transaction activity,transactions,1968.85,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/2/2024 3:46
423,475,1364,Suspicious transaction activity,transactions,1569.47,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/1/2024 5:50
424,475,1364,Suspicious transaction activity,transactions,1517.18,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/29/2024 1:45
425,833,1568,Suspicious transaction activity,transactions,1716.69,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/24/2022 13:11
426,574,19,Suspicious transaction activity,transactions,1574.47,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/28/2023 22:18
427,502,1238,Suspicious transaction activity,transactions,1743.37,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/27/2023 12:30
428,502,1238,Suspicious transaction activity,transactions,1680.48,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/12/2021 14:16
429,157,1233,Suspicious transaction activity,transactions,1755.8,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/18/2023 10:55
430,82,539,Suspicious transaction activity,transactions,1967.47,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/29/2022 13:00
431,82,539,Suspicious transaction activity,transactions,1632.5,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/10/2024 18:09
432,82,539,Suspicious transaction activity,transactions,1793.56,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/21/2022 17:47
433,853,1459,Suspicious transaction activity,transactions,1660.12,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/16/2024 17:40
434,853,1459,Suspicious transaction activity,transactions,1751.65,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/28/2024 12:49
435,90,416,Suspicious transaction activity,transactions,1566.48,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/9/2024 11:37
436,90,416,Suspicious transaction activity,transactions,1949.25,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/13/2023 12:29
437,822,1346,Suspicious transaction activity,transactions,1978.27,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/26/2024 18:30
438,822,1346,Suspicious transaction activity,transactions,1919.83,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/3/2024 16:17
439,822,1346,Suspicious transaction activity,transactions,1933.86,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/2/2024 7:37
440,878,2178,Suspicious transaction activity,transactions,1857.27,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2024 23:57
441,878,2178,Suspicious transaction activity,transactions,1864.9,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/31/2024 15:46
442,449,1456,Suspicious transaction activity,transactions,1636.95,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/3/2024 9:51
443,232,2143,Suspicious transaction activity,transactions,1741.95,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/10/2023 9:23
444,232,2143,Suspicious transaction activity,transactions,1922.82,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/12/2022 10:05
445,232,2143,Suspicious transaction activity,transactions,1668.03,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/5/2024 1:15
446,232,2143,Suspicious transaction activity,transactions,1998.04,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/27/2024 18:51
447,589,1991,Suspicious transaction activity,transactions,1660.55,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/5/2024 23:18
448,589,1991,Suspicious transaction activity,transactions,1518.27,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/13/2024 21:12
449,70,1613,Suspicious transaction activity,transactions,1622.08,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/1/2024 18:38
450,70,1613,Suspicious transaction activity,transactions,1804.14,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/1/2024 21:20
451,867,2444,Suspicious transaction activity,transactions,1637.62,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/23/2024 11:57
452,867,2444,Suspicious transaction activity,transactions,1885.78,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/20/2024 0:31
453,867,2444,Suspicious transaction activity,transactions,1758.48,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/2/2024 12:59
454,12,1569,Suspicious transaction activity,transactions,1771.26,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/27/2023 18:17
455,12,1569,Suspicious transaction activity,transactions,1513.25,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/11/2023 9:57
456,12,1569,Suspicious transaction activity,transactions,1552.75,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/25/2023 4:48
457,408,1418,Suspicious transaction activity,transactions,1884.3,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/8/2022 21:40
458,357,1487,Suspicious transaction activity,transactions,1754.79,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/8/2024 6:17
459,262,138,Suspicious transaction activity,transactions,1718.72,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/16/2023 12:51
460,262,138,Suspicious transaction activity,transactions,1763.46,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/7/2024 17:42
461,969,887,Suspicious transaction activity,transactions,1649.15,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/6/2024 12:11
462,969,887,Suspicious transaction activity,transactions,1825.92,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2022 2:40
463,969,887,Suspicious transaction activity,transactions,1748.01,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,11/11/2022 14:42
464,912,1206,Suspicious transaction activity,transactions,1807.19,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/23/2024 4:22
465,571,1078,Suspicious transaction activity,transactions,1730.18,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/9/2024 7:32
466,376,2422,Suspicious transaction activity,transactions,1785.66,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/24/2024 2:53
467,376,2422,Suspicious transaction activity,transactions,1617.58,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/3/2024 22:33
468,57,1936,Suspicious transaction activity,transactions,1991.51,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/7/2023 2:32
469,57,1936,Suspicious transaction activity,transactions,1859.08,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/10/2021 13:43
470,384,355,Suspicious transaction activity,transactions,1646.95,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/24/2023 18:54
471,384,355,Suspicious transaction activity,transactions,1829.2,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/30/2024 3:30
472,751,2306,Suspicious transaction activity,transactions,1548.68,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/31/2022 9:17
473,869,589,Suspicious transaction activity,transactions,1633.29,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/11/2021 4:25
474,869,589,Suspicious transaction activity,transactions,1685.0,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,11/16/2020 14:20
475,61,2332,Suspicious transaction activity,transactions,1597.74,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/26/2023 18:47
476,61,2332,Suspicious transaction activity,transactions,1501.2,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/19/2024 0:10
477,61,2332,Suspicious transaction activity,transactions,1745.81,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/2/2023 10:34
478,61,2332,Suspicious transaction activity,transactions,1708.79,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/13/2022 21:03
479,24,553,Suspicious transaction activity,transactions,1849.5,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/11/2024 22:30
480,24,553,Suspicious transaction activity,transactions,1645.31,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2024 8:31
481,822,1261,Suspicious transaction activity,transactions,1506.77,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/20/2024 0:34
482,822,1261,Suspicious transaction activity,transactions,1967.28,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/6/2024 6:42
483,822,1261,Suspicious transaction activity,transactions,1996.62,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/5/2024 0:24
484,872,1710,Suspicious transaction activity,transactions,1756.96,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/14/2024 1:04
485,538,2486,Suspicious transaction activity,transactions,1512.81,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/1/2024 21:07
486,153,413,Suspicious transaction activity,transactions,1869.25,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/22/2023 3:05
487,118,890,Suspicious transaction activity,transactions,1974.73,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/29/2023 16:46
488,118,890,Suspicious transaction activity,transactions,1540.92,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/10/2024 16:14
489,468,1608,Suspicious transaction activity,transactions,1774.24,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/15/2023 8:59
490,356,1840,Suspicious transaction activity,transactions,1886.88,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/13/2022 8:17
491,356,1840,Suspicious transaction activity,transactions,1950.22,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/31/2024 19:32
492,311,1966,Suspicious transaction activity,transactions,1893.07,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/27/2024 14:15
493,311,1966,Suspicious transaction activity,transactions,1581.12,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/21/2024 14:50
494,435,911,Suspicious transaction activity,transactions,1509.43,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2024 15:19
495,435,911,Suspicious transaction activity,transactions,1945.68,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/5/2024 12:49
496,591,239,Suspicious transaction activity,transactions,1570.23,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/1/2023 21:31
497,591,239,Suspicious transaction activity,transactions,1533.32,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/20/2023 12:44
498,590,322,Suspicious transaction activity,transactions,1624.92,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/8/2024 2:27
499,590,322,Suspicious transaction activity,transactions,1643.93,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/10/2024 17:58
500,590,322,Suspicious transaction activity,transactions,1713.49,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/12/2024 19:33
501,975,1417,Suspicious transaction activity,transactions,1592.59,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/15/2024 15:10
502,975,1417,Suspicious transaction activity,transactions,1943.08,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/2/2024 2:33
503,642,1895,Suspicious transaction activity,transactions,1813.15,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/5/2021 18:23
504,338,2423,Suspicious transaction activity,transactions,1610.22,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/5/2024 8:13
505,338,2423,Suspicious transaction activity,transactions,1755.97,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/22/2024 20:54
506,244,1980,Suspicious transaction activity,transactions,1557.61,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/13/2024 14:20
507,244,1980,Suspicious transaction activity,transactions,1539.8,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/6/2024 1:33
508,140,2370,Suspicious transaction activity,transactions,1902.51,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/21/2021 1:45
509,140,2370,Suspicious transaction activity,transactions,1805.82,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/3/2022 23:55
510,140,2370,Suspicious transaction activity,transactions,1523.77,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/6/2024 3:50
511,417,1691,Suspicious transaction activity,transactions,1603.1,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/22/2024 15:50
512,615,2006,Suspicious transaction activity,transactions,1653.71,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/29/2024 10:53
513,615,2006,Suspicious transaction activity,transactions,1525.84,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/16/2024 22:20
514,217,1722,Suspicious transaction activity,transactions,1561.94,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/6/2020 13:02
515,178,970,Suspicious transaction activity,transactions,1845.68,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/12/2022 10:05
516,178,970,Suspicious transaction activity,transactions,1730.6,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/14/2021 18:38
517,542,596,Suspicious transaction activity,transactions,1859.21,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/25/2024 0:43
518,542,596,Suspicious transaction activity,transactions,1636.27,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/11/2022 22:50
519,249,2013,Suspicious transaction activity,transactions,1806.54,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/26/2023 9:52
520,8,1149,Suspicious transaction activity,transactions,1579.82,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/16/2024 19:23
521,798,506,Suspicious transaction activity,transactions,1823.67,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/17/2024 11:07
522,508,45,Suspicious transaction activity,transactions,1971.24,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/22/2024 10:44
523,508,45,Suspicious transaction activity,transactions,1704.49,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/26/2023 19:55
524,309,1116,Suspicious transaction activity,transactions,1832.5,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/1/2024 0:50
525,309,1116,Suspicious transaction activity,transactions,1662.14,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/31/2024 4:01
526,309,1116,Suspicious transaction activity,transactions,1614.61,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/30/2024 10:37
527,309,1116,Suspicious transaction activity,transactions,1719.75,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/10/2024 1:42
528,815,626,Suspicious transaction activity,transactions,1565.28,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/9/2024 14:41
529,815,626,Suspicious transaction activity,transactions,1989.16,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/26/2024 21:57
530,31,1907,Suspicious transaction activity,transactions,1879.68,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/15/2024 6:15
531,992,895,Suspicious transaction activity,transactions,1675.81,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/18/2023 21:34
532,207,2037,Suspicious transaction activity,transactions,1971.69,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/19/2023 6:34
533,207,2037,Suspicious transaction activity,transactions,1653.44,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/2/2023 20:42
534,986,55,Suspicious transaction activity,transactions,1530.41,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/9/2024 9:04
535,761,263,Suspicious transaction activity,transactions,1806.97,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/28/2024 0:00
536,761,263,Suspicious transaction activity,transactions,1885.49,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/29/2023 5:19
537,761,263,Suspicious transaction activity,transactions,1933.34,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/24/2024 21:18
538,938,1164,Suspicious transaction activity,transactions,1712.67,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/9/2024 20:45
539,941,185,Suspicious transaction activity,transactions,1900.01,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/21/2024 17:33
540,941,185,Suspicious transaction activity,transactions,1860.41,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/19/2024 17:52
541,418,1776,Suspicious transaction activity,transactions,1705.62,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/30/2024 21:04
542,418,1776,Suspicious transaction activity,transactions,1646.03,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/1/2024 1:14
543,330,151,Suspicious transaction activity,transactions,1906.66,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/7/2024 15:58
544,271,1006,Suspicious transaction activity,transactions,1903.89,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/4/2021 16:00
545,534,1542,Suspicious transaction activity,transactions,1819.44,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/30/2021 15:17
546,874,2453,Suspicious transaction activity,transactions,1555.3,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/9/2023 6:55
547,874,2453,Suspicious transaction activity,transactions,1891.41,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/8/2024 5:49
548,874,2453,Suspicious transaction activity,transactions,1881.02,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/25/2024 1:38
549,269,577,Suspicious transaction activity,transactions,1938.6,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/30/2023 16:43
550,269,577,Suspicious transaction activity,transactions,1998.72,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/31/2024 10:25
551,249,2104,Suspicious transaction activity,transactions,1950.32,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/9/2024 15:28
552,249,2104,Suspicious transaction activity,transactions,1732.28,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/1/2022 20:10
553,551,439,Suspicious transaction activity,transactions,1549.01,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/15/2024 4:26
554,190,1782,Suspicious transaction activity,transactions,1982.48,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/12/2024 21:14
555,284,955,Suspicious transaction activity,transactions,1949.36,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,11/30/2021 9:22
556,284,955,Suspicious transaction activity,transactions,1884.79,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/13/2024 13:52
557,809,1062,Suspicious transaction activity,transactions,1593.62,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/26/2024 13:34
558,809,1062,Suspicious transaction activity,transactions,1825.66,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/23/2024 22:58
559,205,1698,Suspicious transaction activity,transactions,1610.27,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/19/2024 19:43
560,343,2470,Suspicious transaction activity,transactions,1711.57,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/5/2023 9:48
561,676,456,Suspicious transaction activity,transactions,1873.55,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/29/2024 16:04
562,621,2420,Suspicious transaction activity,transactions,1769.41,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/11/2024 1:55
563,621,2420,Suspicious transaction activity,transactions,1705.4,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/18/2023 1:03
564,723,2247,Suspicious transaction activity,transactions,1687.85,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/12/2024 15:08
565,780,2149,Suspicious transaction activity,transactions,1573.9,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/11/2023 9:01
566,304,486,Suspicious transaction activity,transactions,1607.15,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/29/2021 2:40
567,304,486,Suspicious transaction activity,transactions,1889.62,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/23/2023 4:04
568,997,569,Suspicious transaction activity,transactions,1761.75,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2024 23:20
569,997,569,Suspicious transaction activity,transactions,1547.99,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/4/2024 13:48
570,315,1717,Suspicious transaction activity,transactions,1578.87,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/7/2022 20:10
571,315,1717,Suspicious transaction activity,transactions,1888.67,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/31/2020 12:25
572,503,312,Suspicious transaction activity,transactions,1806.68,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/28/2024 5:34
573,503,312,Suspicious transaction activity,transactions,1565.17,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/18/2024 20:34
574,309,1974,Suspicious transaction activity,transactions,1967.4,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/16/2024 22:46
575,692,2328,Suspicious transaction activity,transactions,1907.96,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/10/2024 0:23
576,850,1760,Suspicious transaction activity,transactions,1714.43,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/29/2024 5:31
577,850,1760,Suspicious transaction activity,transactions,1988.71,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/23/2024 5:31
578,176,510,Suspicious transaction activity,transactions,1677.35,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/22/2024 16:03
579,83,155,Suspicious transaction activity,transactions,1508.56,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/10/2023 0:41
580,83,155,Suspicious transaction activity,transactions,1896.7,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/15/2024 18:00
581,83,155,Suspicious transaction activity,transactions,1755.0,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/12/2024 11:50
582,83,155,Suspicious transaction activity,transactions,1729.78,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/20/2024 23:48
583,561,1325,Suspicious transaction activity,transactions,1759.36,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/15/2024 12:12
584,561,1325,Suspicious transaction activity,transactions,1590.74,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/7/2024 3:16
585,561,1325,Suspicious transaction activity,transactions,1801.77,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/13/2024 2:22
586,310,314,Suspicious transaction activity,transactions,1617.25,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,11/1/2023 17:32
587,34,1565,Suspicious transaction activity,transactions,1996.94,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/15/2023 9:18
588,146,2304,Suspicious transaction activity,transactions,1969.73,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/15/2024 18:07
589,146,2304,Suspicious transaction activity,transactions,1784.14,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,5/28/2023 16:03
590,146,2304,Suspicious transaction activity,transactions,1598.57,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/11/2024 18:11
591,892,548,Suspicious transaction activity,transactions,1893.37,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/6/2024 3:30
592,331,1222,Suspicious transaction activity,transactions,1849.41,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,8/29/2024 7:06
593,405,1816,Suspicious transaction activity,transactions,1732.71,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/1/2024 14:42
594,405,1816,Suspicious transaction activity,transactions,1879.76,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/23/2023 22:15
595,423,677,Suspicious transaction activity,transactions,1623.47,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/19/2024 23:17
596,423,677,Suspicious transaction activity,transactions,1982.89,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,4/11/2024 9:10
597,401,1193,Suspicious transaction activity,transactions,1537.39,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/24/2024 4:13
598,561,874,Suspicious transaction activity,transactions,1693.47,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/20/2024 5:25
599,561,874,Suspicious transaction activity,transactions,1900.75,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/23/2024 2:46
600,328,1638,Suspicious transaction activity,transactions,1585.41,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,12/5/2023 23:14
601,328,1638,Suspicious transaction activity,transactions,1915.11,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,2/22/2024 2:43
602,328,1638,Suspicious transaction activity,transactions,1823.08,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,3/20/2024 0:41
603,309,986,Suspicious transaction activity,transactions,1929.22,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/13/2024 19:13
604,309,986,Suspicious transaction activity,transactions,1810.73,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/8/2024 13:46
605,349,1685,Suspicious transaction activity,transactions,1591.32,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/11/2024 1:05
606,349,1685,Suspicious transaction activity,transactions,1958.32,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,9/23/2023 23:41
607,349,1685,Suspicious transaction activity,transactions,1500.11,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,1/2/2024 23:03
608,632,427,Suspicious transaction activity,transactions,1870.74,EUR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,7/1/2024 3:18
609,632,427,Suspicious transaction activity,transactions,1798.83,GBP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,10/1/2024 14:11
610,110,1883,Suspicious transaction activity,transactions,1936.41,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fraud,6/4/2024 11:51
